timestamp,open,high,low,close,volume
2024-01-01 20:30:00,1.10248,1.10353,1.10206,1.10334,1846
2024-01-01 20:45:00,1.10334,1.10442,1.10305,1.10431,4088
2024-01-01 21:00:00,1.10431,1.10535,1.10428,1.10516,1672
2024-01-01 21:15:00,1.10516,1.10541,1.10514,1.10527,4049
2024-01-01 21:30:00,1.10527,1.10698,1.10507,1.1065,1175
2024-01-01 21:45:00,1.1065,1.10698,1.10641,1.10649,1376
2024-01-01 22:00:00,1.10649,1.1081,1.1061,1.10781,4138
2024-01-01 22:15:00,1.10781,1.10935,1.1075,1.10927,1210
2024-01-01 22:30:00,1.10927,1.10949,1.10813,1.10838,1493
2024-01-01 22:45:00,1.10838,1.10945,1.10793,1.10945,4214
2024-01-01 23:00:00,1.10945,1.11037,1.1094,1.11013,1244
2024-01-01 23:15:00,1.11013,1.11082,1.1097,1.11058,3528
2024-01-01 23:30:00,1.11058,1.1109,1.10959,1.10993,3485
2024-01-01 23:45:00,1.10993,1.11028,1.10847,1.10884,2037
2024-01-02 00:00:00,1.10884,1.10889,1.1075,1.10797,2067
2024-01-02 00:15:00,1.10797,1.10843,1.10751,1.108,4512
2024-01-02 00:30:00,1.108,1.10816,1.10701,1.10702,4984
2024-01-02 00:45:00,1.10702,1.10734,1.10574,1.10622,2132
2024-01-02 01:00:00,1.10622,1.10683,1.10597,1.10668,3519
2024-01-02 01:15:00,1.10668,1.10685,1.10537,1.10558,2229
2024-01-02 01:30:00,1.10558,1.10693,1.10511,1.10652,4120
2024-01-02 01:45:00,1.10652,1.10657,1.10543,1.10569,3020
2024-01-02 02:00:00,1.10569,1.10636,1.10563,1.1063,2108
2024-01-02 02:15:00,1.1063,1.10671,1.10629,1.10653,3151
2024-01-02 02:30:00,1.10653,1.10688,1.10638,1.10663,4108
2024-01-02 02:45:00,1.10663,1.10675,1.10627,1.10638,3600
2024-01-02 03:00:00,1.10638,1.10713,1.10592,1.10697,2620
2024-01-02 03:15:00,1.10697,1.10861,1.10689,1.10833,3092
2024-01-02 03:30:00,1.10833,1.10961,1.10797,1.10914,1392
2024-01-02 03:45:00,1.10914,1.11043,1.10869,1.11016,4315
2024-01-02 04:00:00,1.11016,1.11019,1.10883,1.10913,4850
2024-01-02 04:15:00,1.10913,1.10973,1.10898,1.10927,4947
2024-01-02 04:30:00,1.10927,1.11087,1.10893,1.11037,2335
2024-01-02 04:45:00,1.11037,1.1115,1.10997,1.11149,2553
2024-01-02 05:00:00,1.11149,1.11176,1.11025,1.1103,4883
2024-01-02 05:15:00,1.1103,1.11047,1.10838,1.10883,3671
2024-01-02 05:30:00,1.10883,1.1104,1.10843,1.11007,4098
2024-01-02 05:45:00,1.11007,1.11053,1.10817,1.10863,3779
2024-01-02 06:00:00,1.10863,1.1089,1.10772,1.10784,4217
2024-01-02 06:15:00,1.10784,1.10796,1.10633,1.10639,4028
2024-01-02 06:30:00,1.10639,1.10681,1.10529,1.10529,1701
2024-01-02 06:45:00,1.10529,1.10549,1.1042,1.10424,3160
2024-01-02 07:00:00,1.10424,1.1045,1.10358,1.104,1022
2024-01-02 07:15:00,1.104,1.10539,1.10358,1.10529,4754
2024-01-02 07:30:00,1.10529,1.10655,1.10507,1.10623,2701
2024-01-02 07:45:00,1.10623,1.10769,1.10604,1.1075,4317
2024-01-02 08:00:00,1.1075,1.10869,1.10743,1.10857,2872
2024-01-02 08:15:00,1.10857,1.10904,1.10829,1.1087,2733
2024-01-02 08:30:00,1.1087,1.10905,1.10776,1.10814,2762
2024-01-02 08:45:00,1.10814,1.10898,1.10803,1.10853,3174
2024-01-02 09:00:00,1.10853,1.10936,1.10849,1.10897,4354
2024-01-02 09:15:00,1.10897,1.10939,1.10799,1.10828,3748
2024-01-02 09:30:00,1.10828,1.10853,1.10701,1.10706,4435
2024-01-02 09:45:00,1.10706,1.10747,1.10651,1.10654,3888
2024-01-02 10:00:00,1.10654,1.10806,1.10649,1.10799,1539
2024-01-02 10:15:00,1.10799,1.10877,1.10759,1.10832,3925
2024-01-02 10:30:00,1.10832,1.10893,1.10806,1.1088,4203
2024-01-02 10:45:00,1.1088,1.10915,1.10774,1.10805,3629
2024-01-02 11:00:00,1.10805,1.10956,1.10801,1.10911,1476
2024-01-02 11:15:00,1.10911,1.11067,1.10878,1.11036,3726
2024-01-02 11:30:00,1.11036,1.11077,1.1092,1.10939,2772
2024-01-02 11:45:00,1.10939,1.11131,1.10926,1.11087,4934
2024-01-02 12:00:00,1.11087,1.11144,1.11087,1.11101,4079
2024-01-02 12:15:00,1.11101,1.11215,1.11072,1.11171,1001
2024-01-02 12:30:00,1.11171,1.11186,1.11128,1.11179,2653
2024-01-02 12:45:00,1.11179,1.11208,1.11143,1.11169,3750
2024-01-02 13:00:00,1.11169,1.11217,1.11105,1.11134,2823
2024-01-02 13:15:00,1.11134,1.11211,1.11097,1.11167,2258
2024-01-02 13:30:00,1.11167,1.11278,1.1113,1.11232,1452
2024-01-02 13:45:00,1.11232,1.11353,1.11198,1.11338,1010
2024-01-02 14:00:00,1.11338,1.11351,1.11272,1.11303,1125
2024-01-02 14:15:00,1.11303,1.11494,1.11283,1.11447,2166
2024-01-02 14:30:00,1.11447,1.11485,1.11425,1.11438,2099
2024-01-02 14:45:00,1.11438,1.11477,1.1136,1.11392,4740
2024-01-02 15:00:00,1.11392,1.11394,1.11328,1.11342,4395
2024-01-02 15:15:00,1.11342,1.11368,1.11328,1.11342,1574
2024-01-02 15:30:00,1.11342,1.11375,1.11208,1.11218,2920
2024-01-02 15:45:00,1.11218,1.11259,1.11048,1.11083,1598
2024-01-02 16:00:00,1.11083,1.11152,1.11055,1.11139,4127
2024-01-02 16:15:00,1.11139,1.11169,1.11118,1.11142,3039
2024-01-02 16:30:00,1.11142,1.11185,1.11071,1.11105,2747
2024-01-02 16:45:00,1.11105,1.11117,1.10973,1.10989,2518
2024-01-02 17:00:00,1.10989,1.11029,1.10921,1.10928,3581
2024-01-02 17:15:00,1.10928,1.10944,1.10759,1.10785,4044
2024-01-02 17:30:00,1.10785,1.10814,1.106,1.10642,3947
2024-01-02 17:45:00,1.10642,1.10753,1.1061,1.10726,2419
2024-01-02 18:00:00,1.10726,1.10839,1.10706,1.1082,2962
2024-01-02 18:15:00,1.1082,1.10849,1.1066,1.10681,2129
2024-01-02 18:30:00,1.10681,1.10715,1.10625,1.10642,1369
2024-01-02 18:45:00,1.10642,1.10799,1.10639,1.1079,4621
2024-01-02 19:00:00,1.1079,1.10826,1.10763,1.10766,1924
2024-01-02 19:15:00,1.10766,1.10778,1.10602,1.10642,2628
2024-01-02 19:30:00,1.10642,1.1065,1.10517,1.10536,2141
2024-01-02 19:45:00,1.10536,1.10582,1.10373,1.10418,2624
2024-01-02 20:00:00,1.10418,1.10467,1.10367,1.10401,2689
2024-01-02 20:15:00,1.10401,1.10502,1.10387,1.10473,4507
2024-01-02 20:30:00,1.10473,1.10482,1.10381,1.10387,4540
2024-01-02 20:45:00,1.10387,1.10516,1.10338,1.10469,4299
2024-01-02 21:00:00,1.10469,1.10597,1.10423,1.10582,1115
2024-01-02 21:15:00,1.10582,1.10745,1.10582,1.10702,2704
2024-01-02 21:30:00,1.10702,1.10868,1.10675,1.10831,4282
2024-01-02 21:45:00,1.10831,1.10865,1.1079,1.10824,4891
2024-01-02 22:00:00,1.10824,1.10863,1.10796,1.1084,2609
2024-01-02 22:15:00,1.1084,1.10969,1.10818,1.1096,3327
2024-01-02 22:30:00,1.1096,1.10973,1.10815,1.10818,2136
2024-01-02 22:45:00,1.10818,1.10854,1.10691,1.10708,3614
2024-01-02 23:00:00,1.10708,1.10826,1.10692,1.10804,3218
2024-01-02 23:15:00,1.10804,1.10887,1.10793,1.10838,2544
2024-01-02 23:30:00,1.10838,1.10984,1.10816,1.10941,1560
2024-01-02 23:45:00,1.10941,1.10971,1.10808,1.10846,4260
2024-01-03 00:00:00,1.10846,1.10856,1.10821,1.10849,4969
2024-01-03 00:15:00,1.10849,1.10887,1.10828,1.10841,4673
2024-01-03 00:30:00,1.10841,1.10922,1.10799,1.10916,4638
2024-01-03 00:45:00,1.10916,1.10959,1.10793,1.10809,1472
2024-01-03 01:00:00,1.10809,1.10824,1.10775,1.10811,4973
2024-01-03 01:15:00,1.10811,1.1095,1.10809,1.10921,2452
2024-01-03 01:30:00,1.10921,1.10951,1.10917,1.10923,4325
2024-01-03 01:45:00,1.10923,1.11038,1.10894,1.11014,3373
2024-01-03 02:00:00,1.11014,1.1104,1.10961,1.10995,1724
2024-01-03 02:15:00,1.10995,1.11129,1.10958,1.11109,3273
2024-01-03 02:30:00,1.11109,1.11273,1.11094,1.11228,3909
2024-01-03 02:45:00,1.11228,1.11266,1.11156,1.11188,2692
2024-01-03 03:00:00,1.11188,1.11214,1.11158,1.112,4334
2024-01-03 03:15:00,1.112,1.11212,1.11157,1.11209,2905
2024-01-03 03:30:00,1.11209,1.11232,1.11101,1.11144,4311
2024-01-03 03:45:00,1.11144,1.11321,1.11096,1.11283,4600
2024-01-03 04:00:00,1.11283,1.11293,1.11101,1.11134,3915
2024-01-03 04:15:00,1.11134,1.11197,1.11091,1.11176,4514
2024-01-03 04:30:00,1.11176,1.1121,1.11007,1.11034,4960
2024-01-03 04:45:00,1.11034,1.11161,1.11023,1.11116,3331
2024-01-03 05:00:00,1.11116,1.11152,1.11084,1.11131,1790
2024-01-03 05:15:00,1.11131,1.11236,1.11124,1.11225,3457
2024-01-03 05:30:00,1.11225,1.11259,1.11189,1.11233,4111
2024-01-03 05:45:00,1.11233,1.11304,1.11215,1.1129,4431
2024-01-03 06:00:00,1.1129,1.11447,1.11278,1.11418,1329
2024-01-03 06:15:00,1.11418,1.11507,1.11388,1.11506,4314
2024-01-03 06:30:00,1.11506,1.1163,1.11506,1.11612,1182
2024-01-03 06:45:00,1.11612,1.11677,1.11566,1.11663,2581
2024-01-03 07:00:00,1.11663,1.11798,1.11628,1.11787,2379
2024-01-03 07:15:00,1.11787,1.1195,1.11753,1.11935,3576
2024-01-03 07:30:00,1.11935,1.11941,1.11883,1.11884,2475
2024-01-03 07:45:00,1.11884,1.1194,1.11843,1.11934,3965
2024-01-03 08:00:00,1.11934,1.11993,1.1191,1.11984,4336
2024-01-03 08:15:00,1.11984,1.12015,1.11873,1.11883,2880
2024-01-03 08:30:00,1.11883,1.11884,1.11835,1.11843,2249
2024-01-03 08:45:00,1.11843,1.11875,1.1181,1.11827,1885
2024-01-03 09:00:00,1.11827,1.11871,1.11798,1.11817,3312
2024-01-03 09:15:00,1.11817,1.11854,1.11719,1.11727,4595
2024-01-03 09:30:00,1.11727,1.11775,1.11618,1.11654,2400
2024-01-03 09:45:00,1.11654,1.11658,1.11644,1.11646,4460
2024-01-03 10:00:00,1.11646,1.11689,1.116,1.11636,4757
2024-01-03 10:15:00,1.11636,1.1181,1.11608,1.1178,2449
2024-01-03 10:30:00,1.1178,1.1186,1.11748,1.11854,2984
2024-01-03 10:45:00,1.11854,1.11888,1.11815,1.11841,3853
2024-01-03 11:00:00,1.11841,1.11843,1.11711,1.11723,3673
2024-01-03 11:15:00,1.11723,1.11772,1.11584,1.1161,2094
2024-01-03 11:30:00,1.1161,1.11657,1.11431,1.11465,2226
2024-01-03 11:45:00,1.11465,1.11486,1.11372,1.11374,3797
2024-01-03 12:00:00,1.11374,1.11392,1.11238,1.11245,3537
2024-01-03 12:15:00,1.11245,1.11373,1.11198,1.11345,1613
2024-01-03 12:30:00,1.11345,1.11349,1.11233,1.11246,2967
2024-01-03 12:45:00,1.11246,1.11256,1.11213,1.1122,2766
2024-01-03 13:00:00,1.1122,1.11262,1.11183,1.11237,4370
2024-01-03 13:15:00,1.11237,1.11265,1.11197,1.11204,1185
2024-01-03 13:30:00,1.11204,1.11237,1.11148,1.11169,4269
2024-01-03 13:45:00,1.11169,1.1127,1.11149,1.11259,3475
2024-01-03 14:00:00,1.11259,1.11262,1.11125,1.11163,1189
2024-01-03 14:15:00,1.11163,1.11246,1.11119,1.11221,4899
2024-01-03 14:30:00,1.11221,1.11226,1.11197,1.112,1281
2024-01-03 14:45:00,1.112,1.11202,1.11153,1.11163,1957
2024-01-03 15:00:00,1.11163,1.11175,1.11125,1.1115,4236
2024-01-03 15:15:00,1.1115,1.11314,1.11105,1.11276,3004
2024-01-03 15:30:00,1.11276,1.1132,1.11217,1.11218,2157
2024-01-03 15:45:00,1.11218,1.11275,1.11169,1.11238,1991
2024-01-03 16:00:00,1.11238,1.11262,1.11181,1.11182,1496
2024-01-03 16:15:00,1.11182,1.1121,1.11018,1.11047,3924
2024-01-03 16:30:00,1.11047,1.11085,1.10899,1.10907,1137
2024-01-03 16:45:00,1.10907,1.11007,1.10903,1.10983,2816
2024-01-03 17:00:00,1.10983,1.11054,1.10943,1.11038,3356
2024-01-03 17:15:00,1.11038,1.11071,1.10927,1.10943,3447
2024-01-03 17:30:00,1.10943,1.11085,1.10927,1.11043,3307
2024-01-03 17:45:00,1.11043,1.11224,1.11024,1.11175,1816
2024-01-03 18:00:00,1.11175,1.11272,1.11156,1.11223,1835
2024-01-03 18:15:00,1.11223,1.11265,1.1115,1.11181,3680
2024-01-03 18:30:00,1.11181,1.11326,1.11167,1.11322,3888
2024-01-03 18:45:00,1.11322,1.11422,1.1129,1.11402,3009
2024-01-03 19:00:00,1.11402,1.1144,1.11329,1.11373,1163
2024-01-03 19:15:00,1.11373,1.11413,1.11205,1.11247,4008
2024-01-03 19:30:00,1.11247,1.1127,1.11113,1.11144,4346
2024-01-03 19:45:00,1.11144,1.11212,1.1112,1.11172,4035
2024-01-03 20:00:00,1.11172,1.11217,1.10999,1.11039,3588
2024-01-03 20:15:00,1.11039,1.11045,1.1092,1.10949,3624
2024-01-03 20:30:00,1.10949,1.11007,1.10931,1.10986,1969
2024-01-03 20:45:00,1.10986,1.10995,1.10844,1.10873,2674
2024-01-03 21:00:00,1.10873,1.10883,1.10809,1.10849,1550
2024-01-03 21:15:00,1.10849,1.10973,1.10841,1.10965,4927
2024-01-03 21:30:00,1.10965,1.10974,1.10932,1.1097,2246
2024-01-03 21:45:00,1.1097,1.11053,1.10962,1.11035,4932
2024-01-03 22:00:00,1.11035,1.11093,1.1103,1.11073,1889
2024-01-03 22:15:00,1.11073,1.11182,1.11036,1.11147,3153
2024-01-03 22:30:00,1.11147,1.11187,1.11144,1.11171,1801
2024-01-03 22:45:00,1.11171,1.11201,1.11042,1.11055,2988
2024-01-03 23:00:00,1.11055,1.11125,1.11036,1.11096,2266
2024-01-03 23:15:00,1.11096,1.11134,1.10992,1.11041,4116
2024-01-03 23:30:00,1.11041,1.11144,1.11027,1.11141,4502
2024-01-03 23:45:00,1.11141,1.11151,1.11128,1.11131,2925
2024-01-04 00:00:00,1.11131,1.11227,1.11085,1.11187,1698
2024-01-04 00:15:00,1.11187,1.11213,1.11069,1.11116,3947
2024-01-04 00:30:00,1.11116,1.11145,1.1105,1.11093,1131
2024-01-04 00:45:00,1.11093,1.11125,1.10979,1.10998,3607
2024-01-04 01:00:00,1.10998,1.11056,1.10968,1.11047,1517
2024-01-04 01:15:00,1.11047,1.11196,1.11042,1.11168,4274
2024-01-04 01:30:00,1.11168,1.11212,1.11058,1.11105,2499
2024-01-04 01:45:00,1.11105,1.1114,1.11088,1.11122,3389
2024-01-04 02:00:00,1.11122,1.11162,1.11007,1.11055,4610
2024-01-04 02:15:00,1.11055,1.11075,1.10901,1.10937,1167
2024-01-04 02:30:00,1.10937,1.10949,1.10817,1.10826,3704
2024-01-04 02:45:00,1.10826,1.10853,1.10762,1.10772,3024
2024-01-04 03:00:00,1.10772,1.10793,1.10669,1.10675,2442
2024-01-04 03:15:00,1.10675,1.10692,1.10563,1.10591,4795
2024-01-04 03:30:00,1.10591,1.1061,1.10506,1.1052,4523
2024-01-04 03:45:00,1.1052,1.10533,1.10403,1.10424,1074
2024-01-04 04:00:00,1.10424,1.10424,1.10267,1.103,2533
2024-01-04 04:15:00,1.103,1.10317,1.10234,1.10239,3452
2024-01-04 04:30:00,1.10239,1.10315,1.1023,1.10281,1884
2024-01-04 04:45:00,1.10281,1.10317,1.10237,1.10276,2767
2024-01-04 05:00:00,1.10276,1.10286,1.10185,1.10222,3281
2024-01-04 05:15:00,1.10222,1.10275,1.10203,1.10232,2284
2024-01-04 05:30:00,1.10232,1.10272,1.10054,1.10094,4864
2024-01-04 05:45:00,1.10094,1.10096,1.09938,1.09967,1517
2024-01-04 06:00:00,1.09967,1.09991,1.0983,1.09844,3950
2024-01-04 06:15:00,1.09844,1.09893,1.09728,1.0974,1757
2024-01-04 06:30:00,1.0974,1.09828,1.09738,1.09801,4307
2024-01-04 06:45:00,1.09801,1.09987,1.09799,1.09948,2310
2024-01-04 07:00:00,1.09948,1.09995,1.09931,1.09992,4282
2024-01-04 07:15:00,1.09992,1.10111,1.09987,1.10072,4183
2024-01-04 07:30:00,1.10072,1.10107,1.09964,1.09994,4689
2024-01-04 07:45:00,1.09994,1.10012,1.09844,1.09886,4642
2024-01-04 08:00:00,1.09886,1.10025,1.09841,1.09993,1440
2024-01-04 08:15:00,1.09993,1.09995,1.09842,1.09867,3444
2024-01-04 08:30:00,1.09867,1.09957,1.09835,1.09932,2000
2024-01-04 08:45:00,1.09932,1.09936,1.09825,1.09859,1597
2024-01-04 09:00:00,1.09859,1.09982,1.09825,1.09968,4067
2024-01-04 09:15:00,1.09968,1.10005,1.0996,1.09962,1927
2024-01-04 09:30:00,1.09962,1.10063,1.09946,1.10043,2134
2024-01-04 09:45:00,1.10043,1.10069,1.09989,1.09992,4991
2024-01-04 10:00:00,1.09992,1.09998,1.09942,1.09982,3846
2024-01-04 10:15:00,1.09982,1.10156,1.09946,1.10117,1888
2024-01-04 10:30:00,1.10117,1.10257,1.10079,1.10208,1802
2024-01-04 10:45:00,1.10208,1.10219,1.10188,1.10196,3844
2024-01-04 11:00:00,1.10196,1.10253,1.10159,1.10206,1265
2024-01-04 11:15:00,1.10206,1.10313,1.10185,1.10291,2187
2024-01-04 11:30:00,1.10291,1.10419,1.10291,1.10404,4783
2024-01-04 11:45:00,1.10404,1.10436,1.10345,1.10389,2738
2024-01-04 12:00:00,1.10389,1.10432,1.10322,1.10354,2133
2024-01-04 12:15:00,1.10354,1.10492,1.10325,1.10482,4052
2024-01-04 12:30:00,1.10482,1.1051,1.10461,1.10476,2977
2024-01-04 12:45:00,1.10476,1.10514,1.10397,1.10409,4275
2024-01-04 13:00:00,1.10409,1.10451,1.10241,1.10274,1050
2024-01-04 13:15:00,1.10274,1.10296,1.10165,1.10169,3458
2024-01-04 13:30:00,1.10169,1.10183,1.09983,1.10026,4829
2024-01-04 13:45:00,1.10026,1.10075,1.09902,1.09929,4295
2024-01-04 14:00:00,1.09929,1.09929,1.09888,1.09893,4517
2024-01-04 14:15:00,1.09893,1.09894,1.09732,1.09779,3830
2024-01-04 14:30:00,1.09779,1.09965,1.09763,1.09923,2590
2024-01-04 14:45:00,1.09923,1.09935,1.09775,1.09777,3269
2024-01-04 15:00:00,1.09777,1.09795,1.09639,1.09665,2655
2024-01-04 15:15:00,1.09665,1.098,1.09624,1.0977,1174
2024-01-04 15:30:00,1.0977,1.09791,1.09741,1.09786,1535
2024-01-04 15:45:00,1.09786,1.098,1.09664,1.09689,3435
2024-01-04 16:00:00,1.09689,1.0985,1.09649,1.09837,4783
2024-01-04 16:15:00,1.09837,1.10017,1.09792,1.09969,1368
2024-01-04 16:30:00,1.09969,1.10069,1.09936,1.1005,1940
2024-01-04 16:45:00,1.1005,1.10069,1.09934,1.09978,1778
2024-01-04 17:00:00,1.09978,1.10022,1.09952,1.09957,2846
2024-01-04 17:15:00,1.09957,1.1005,1.09935,1.1,1473
2024-01-04 17:30:00,1.1,1.10032,1.09958,1.0996,1418
2024-01-04 17:45:00,1.0996,1.10134,1.09936,1.10106,4173
2024-01-04 18:00:00,1.10106,1.10144,1.09949,1.09958,4918
2024-01-04 18:15:00,1.09958,1.10003,1.09832,1.09865,2909
2024-01-04 18:30:00,1.09865,1.10017,1.09827,1.10006,2363
2024-01-04 18:45:00,1.10006,1.10103,1.0997,1.10099,2775
2024-01-04 19:00:00,1.10099,1.10165,1.10054,1.10124,2052
2024-01-04 19:15:00,1.10124,1.10129,1.09999,1.10042,1121
2024-01-04 19:30:00,1.10042,1.10104,1.10031,1.10079,1876
2024-01-04 19:45:00,1.10079,1.1025,1.10032,1.10215,3963
2024-01-04 20:00:00,1.10215,1.1022,1.10191,1.10201,1608
2024-01-04 20:15:00,1.10201,1.10246,1.10197,1.10244,1551
2024-01-04 20:30:00,1.10244,1.10271,1.10212,1.10238,1768
2024-01-04 20:45:00,1.10238,1.10251,1.10075,1.10098,4007
2024-01-04 21:00:00,1.10098,1.10267,1.10052,1.10219,3190
2024-01-04 21:15:00,1.10219,1.10328,1.10196,1.10313,4478
2024-01-04 21:30:00,1.10313,1.10439,1.10283,1.104,2371
2024-01-04 21:45:00,1.104,1.10513,1.10387,1.10506,2041
2024-01-04 22:00:00,1.10506,1.10605,1.10506,1.10578,3132
2024-01-04 22:15:00,1.10578,1.10586,1.10548,1.10582,3593
2024-01-04 22:30:00,1.10582,1.10599,1.10446,1.10475,2239
2024-01-04 22:45:00,1.10475,1.10492,1.10354,1.10366,4781
2024-01-04 23:00:00,1.10366,1.10439,1.10328,1.10398,2242
2024-01-04 23:15:00,1.10398,1.10565,1.1038,1.10521,3146
2024-01-04 23:30:00,1.10521,1.10555,1.10507,1.10514,2080
2024-01-04 23:45:00,1.10514,1.10543,1.10435,1.10448,3564
2024-01-05 00:00:00,1.10448,1.10476,1.104,1.1045,2054
2024-01-05 00:15:00,1.1045,1.1048,1.10304,1.10337,2343
2024-01-05 00:30:00,1.10337,1.10449,1.10292,1.10449,4340
2024-01-05 00:45:00,1.10449,1.10492,1.1041,1.10482,2592
2024-01-05 01:00:00,1.10482,1.10596,1.1048,1.10551,1872
2024-01-05 01:15:00,1.10551,1.10557,1.10488,1.10498,3017
2024-01-05 01:30:00,1.10498,1.10673,1.10481,1.10639,1500
2024-01-05 01:45:00,1.10639,1.1065,1.10505,1.10528,2902
2024-01-05 02:00:00,1.10528,1.10536,1.10414,1.10445,4020
2024-01-05 02:15:00,1.10445,1.10452,1.1035,1.10394,1554
2024-01-05 02:30:00,1.10394,1.10418,1.10203,1.10251,4239
2024-01-05 02:45:00,1.10251,1.10255,1.10073,1.10121,2696
2024-01-05 03:00:00,1.10121,1.10238,1.10088,1.10234,4848
2024-01-05 03:15:00,1.10234,1.10273,1.10131,1.10169,4488
2024-01-05 03:30:00,1.10169,1.10312,1.10167,1.10272,4408
2024-01-05 03:45:00,1.10272,1.10369,1.10249,1.10358,3200
2024-01-05 04:00:00,1.10358,1.10363,1.10213,1.10256,4294
2024-01-05 04:15:00,1.10256,1.10307,1.10255,1.10296,3357
2024-01-05 04:30:00,1.10296,1.1034,1.10163,1.1019,4320
2024-01-05 04:45:00,1.1019,1.10236,1.10099,1.10108,3293
2024-01-05 05:00:00,1.10108,1.10176,1.10077,1.10165,3431
2024-01-05 05:15:00,1.10165,1.10172,1.09981,1.10031,3283
2024-01-05 05:30:00,1.10031,1.10063,1.09939,1.09964,3679
2024-01-05 05:45:00,1.09964,1.1011,1.09962,1.10105,3120
2024-01-05 06:00:00,1.10105,1.10145,1.10019,1.10055,1802
2024-01-05 06:15:00,1.10055,1.10132,1.10051,1.10083,3400
2024-01-05 06:30:00,1.10083,1.10116,1.10054,1.10106,1994
2024-01-05 06:45:00,1.10106,1.10264,1.10089,1.10227,1763
2024-01-05 07:00:00,1.10227,1.10293,1.1021,1.10284,4964
2024-01-05 07:15:00,1.10284,1.10464,1.1028,1.10429,3280
2024-01-05 07:30:00,1.10429,1.10477,1.10385,1.104,1213
2024-01-05 07:45:00,1.104,1.10529,1.10358,1.10485,2412
2024-01-05 08:00:00,1.10485,1.10521,1.10353,1.1037,4822
2024-01-05 08:15:00,1.1037,1.10383,1.10246,1.10259,2240
2024-01-05 08:30:00,1.10259,1.10295,1.10258,1.10289,2333
2024-01-05 08:45:00,1.10289,1.10381,1.10244,1.1038,1308
2024-01-05 09:00:00,1.1038,1.1052,1.10346,1.10484,2176
2024-01-05 09:15:00,1.10484,1.10527,1.10432,1.10448,1175
2024-01-05 09:30:00,1.10448,1.10497,1.10326,1.10359,4970
2024-01-05 09:45:00,1.10359,1.10397,1.10315,1.1033,3856
